"pair","date","year","village","district","vilno","disno","treat","poverty","pop2000","lpop2000","pret","pret.1","diff","groznyy","elevation","lelev","tariq","nn","lnn","reb","garrison","vildays","deaths","deathsd","wounded","woundedd","fail","swept","prop","propd","lprop","history","historyd","lhistory","change","decrease","increase","abandon","iso"
151,"10/4/2005",2005,"Regety","Kurchaloevskiy",106,6,0,2,2000,7.60090303421021,0,0,1,0,694,6.54247188568115,0,1.85199999809265,0.616266071796417,1,0,36,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,1,4,6
152,"10/4/2005",2005,"Bas-Gordali","Nozhai-Yurtovskiy",14,9,0,3,695,6.54391193389893,0,0,0,0,684,6.52795791625977,0,1.48160004615784,0.393122613430023,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2,6
152,"10/4/2005",2005,"Eshilkhatoy","Vedenskiy",38,15,1,3,341,5.83188199996948,1,1,-1,0,698,6.54821920394897,0,2.69400000572205,0.991027116775513,1,0,90,1,1,0,0,0,0,0,0,0,3,1,1.38629400730133,-1,1,0,0,4
153,"10/4/2005",2005,"Borzoi","Shatoiskiy",20,11,0,3,4313,8.36938858032227,1,1,-1,0,919,6.82328605651855,0,0.925999999046326,-0.0768809989094734,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,-1,1,0,3,5
153,"10/4/2005",2005,"Makhkety","Vedenskiy",77,15,1,3,3495,8.15908908843994,0,0,0,0,649,6.47543287277222,0,1.67599999904633,0.516409993171692,1,0,90,1,1,3,1,0,0,0,0,0,8,1,2.19722509384155,0,0,0,0,6
154,"10/6/2005",2005,"Avtury","Shalinskiy",12,10,1,2,10724,9.28023910522461,4,4,-1,0,247,5.5093879699707,0,5.23600006103516,1.65555799007416,1,1,37,0,0,0,0,1,0,0,0,0,3,1,1.38629400730133,-1,1,0,0,1
154,"10/6/2005",2005,"Staropomyslovskiy (Groznyy)","Groznyy",121,2,0,1,20864,9.94578075408936,7,7,-2,1,130,4.86753511428833,0,4.68400001525879,1.54415202140808,0,1,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,-1,1,0,0,4
155,"10/19/2005",2005,"Sovetskoye","Shatoiskiy",118,11,0,3,1103,7.00578880310059,0,0,0,0,526,6.26530122756958,0,1.66680002212524,0.510905623435974,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2,6
155,"10/19/2005",2005,"Vedeno","Vedenskiy",138,15,1,3,1512,7.32118797302246,8,8,-6,0,702,6.55393409729004,0,1.3309999704361,0.285930514335632,1,0,6,2,1,2,1,1,1,0,0,0,3,1,1.38629400730133,-1,1,0,0,7
156,"11/9/2005",2005,"Oktyabr'skiy (Groznyy)","Groznyy",97,2,0,1,16520,9.712327003479,5,5,1,1,130,4.86753511428833,0,4.68400001525879,1.54415202140808,0,1,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,0,1,0,4
156,"11/9/2005",2005,"Starye Atagi","Groznenskiy",122,3,1,2,11205,9.32411575317383,0,0,0,0,273,5.60947179794312,0,3.66899991035461,1.29991900920868,0,1,90,0,0,10,1,0,0,0,0,0,7,1,2.07944202423096,0,0,0,0,2
157,"12/16/2005",2005,"Alkhan-Yurt","Urus-Martanovskiy",7,14,0,2,8040,8.99218463897705,0,0,1,0,165,5.10594606399536,0,2.62700009346008,0.965842485427856,0,1,48,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,4
157,"12/16/2005",2005,"Chechen-Aul","Groznenskiy",22,3,1,2,6281,8.74528408050537,2,2,-1,0,202,5.30826807022095,0,6.49200010299683,1.87057101726532,0,0,24,1,1,1,1,1,0,3,1,1.38629400730133,4,1,1.60943794250488,-1,1,0,0,0
158,"7/16/2000",2000,"Agishty","Shalinskiy",4,10,1,2,780,6.65929412841797,2,2,-2,0,455,6.12029695510864,0,4.78800010681152,1.56611299514771,1,0,90,6,1,11,1,0,0,8,1,2.19722509384155,1,1,0.6931471824646,-1,1,0,0,3
158,"7/16/2000",2000,"Bas-Gordali","Nozhai-Yurtovskiy",14,9,0,3,695,6.54391193389893,0,0,0,0,684,6.52795791625977,0,1.48160004615784,0.393122613430023,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2,6
159,"3/31/2001",2001,"Kharsenoi","Shatoiskiy",63,11,0,3,1800,7.49554204940796,1,1,-1,0,796,6.67959880828857,0,1.48160004615784,0.393122613430023,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,-1,1,0,2,5
159,"3/31/2001",2001,"Mayrtup","Kurchaloevskiy",82,6,1,2,6348,8.75589466094971,0,0,1,0,201,5.30330514907837,0,3.24399995803833,1.17680704593658,1,0,69,7,1,8,1,1,0,0,0,0,0,0,0,1,0,1,0,2
